fid,date,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDWI,class_eng,class_code,type_eng
k23_393,11/1/2022,1498.113381995134,1613.2690024330902,1912.6243309002439,2130.728954,2524.9708029197086,2784.5854014598544,2672.444087591242,2978.628418491485,3159.938102189782,2150.286326034063,1628.3053041362534,-822.4113869,Arboricult,6,Almond_tre
k23_458,11/1/2022,1563.9911265705975,1730.0146234116567,2108.665223255484,2273.6847448001704,2570.1592958046435,2845.3833321502093,2670.241925179244,2988.6781429686953,3341.350322992832,2355.575992049408,1164.9261730673672,-1175.783133,Arboricult,6,Almond_tre
k23_018,11/1/2022,1405.9590058563065,1474.082702471076,1694.9612912441082,1796.5104985002147,2079.0422796743323,2268.2403942293963,2121.7776031995436,2378.7598914440796,2676.6941865447798,1799.9418654477936,1117.217968861591,-1039.37966,Arboricult,6,Apple_tree
k23_063,11/1/2022,1226.5401168152475,1231.402500256174,1271.1918229326775,1702.7080643508557,2570.8693513679686,2950.673122246132,2908.3218567476183,3295.7326570345317,2441.4281176350028,1492.1761450968334,3865.2626293677627,818.2075007685213,Arboricult,6,Apple_tree
k23_080,11/1/2022,1285.4274615636252,1285.7286555446517,1344.367966961073,1630.072211318286,2317.581043506707,2659.4776741903825,2573.3163231926733,2927.993253189403,2503.617435394178,1487.2465652600592,3039.2487324174035,120.11800785083418,Arboricult,6,Apple_tree
k23_082,11/1/2022,1326.7183928786242,1361.184409960303,1456.7684349813546,1777.7525562372186,2423.310116684711,2778.0366895224347,2655.8970287501497,3099.368819920606,2740.158546854323,1660.2468422952002,2825.0999639119455,-146.6297366,Arboricult,6,Apple_tree
k23_085,11/1/2022,1698.3365050060356,1889.7777462188453,2251.9517148334867,2334.347227153305,2647.085706,2904.7715685578355,2720.2221117659587,3059.627352126677,3499.539515728182,2575.2520059646376,933.5319179152168,-1379.040474,Arboricult,6,Apple_tree
k23_092,11/1/2022,1114.4694369973192,1093.8587131367292,768.2895442359251,1288.5064343163538,2838.358176943701,3412.986595174263,3369.798659517427,3742.2544235924934,1889.0528150134053,976.2868632707778,6286.673726541556,2797.9179624664885,Arboricult,6,Apple_tree
k23_182,11/1/2022,1644.9560283687945,1732.0709219858159,2053.4056737588658,2089.567375886525,2434.160283687944,2706.1191489361704,2510.2992907801413,2865.682269503546,3063.6340425531916,2325.7319148936176,993.6553191489361,-1194.937589,Arboricult,6,Apple_tree
k23_185,11/1/2022,1221.3146566849925,1226.2827231255117,1209.6100128670018,1553.8472335945726,2245.8722657620783,2542.254415721137,2432.576675634577,2760.7116621827113,2318.2601473856594,1370.296759854954,3189.1825944554917,232.7692127734238,Arboricult,6,Apple_tree
k23_188,11/1/2022,1219.032563510393,1199.3715935334876,1260.0503464203234,1581.4136258660512,2202.7367205542732,2486.9210161662827,2405.9849884526557,2734.9161662817555,2397.2882217090078,1410.2106235565825,3023.4210161662822,104.51547344110857,Arboricult,6,Apple_tree
k23_193,11/1/2022,1229.6639935846028,1215.8785084202086,1277.7337610264635,1552.0677626303127,2129.0330793905373,2377.439855653568,2239.876905,2603.372294,2449.018243785084,1533.7010825982359,2573.288693,-396.5918204,Arboricult,6,Apple_tree
k23_194,11/1/2022,1264.1908496732026,1256.2418300653594,1277.9104575163396,1704.4366013071894,2349.3941176470585,2664.046405228758,2577.2679738562088,2926.6509803921563,2529.2869281045746,1497.3581699346403,3292.637254901961,76.70718954248365,Arboricult,6,Apple_tree
k23_198,11/1/2022,1360.139562157936,1390.4851446442533,1590.2036747458956,1746.586786551994,2016.9241594996095,2217.8506645817047,2036.7552775605943,2333.0043002345583,2636.786161063331,1748.2318217357313,1226.8045347928069,-1225.966771,Arboricult,6,Apple_tree
k23_199,11/1/2022,1374.626685501477,1416.8116090920767,1623.5568254783611,1751.8396044689864,2052.572107358418,2258.870297,2108.576858867343,2371.0871966097343,2559.9703351740077,1601.1517914472838,1273.7950430204187,-1016.452292,Arboricult,6,Apple_tree
k23_200,11/1/2022,1231.419413919414,1215.496133496133,1283.8669108669112,1569.0791615791616,2207.1011396011395,2500.206552706553,2397.744607244608,2721.8884818884812,2496.738502238502,1483.2529507529507,2772.2393162393155,-239.9324379,Arboricult,6,Apple_tree
k23_207,11/1/2022,1724.7937899731785,1937.242417990509,2391.0927377759426,2549.9917474726626,2777.596245100061,3015.949246956879,2823.5997524241793,3170.1165669486263,3914.9331545285736,3113.0193934392396,799.7704765834534,-1803.164019,Arboricult,6,Apple_tree
k23_208,11/1/2022,1333.534447821682,1378.852077001013,1504.7806484295843,1812.3130699088147,2564.3530901722393,2927.6185410334347,2847.4878419452884,3164.4336372847015,3190.9042553191484,2094.9999999999995,2938.060283687943,-408.6160081,Arboricult,6,Apple_tree
k23_267,11/1/2022,1244.9655428854737,1210.7850768468022,1283.8440753594448,1581.3107337630142,2395.626549330689,2756.301561725335,2640.449925632127,3025.375805651958,2541.658527516113,1552.9251363411008,3413.695463559742,226.08701041150223,Arboricult,6,Apple_tree
k23_272,11/1/2022,1195.9229249011858,1154.3590909090908,1093.4612648221344,1483.5450592885375,2483.4600790513837,2893.976679841897,2822.378458498023,3165.3353754940713,2349.3011857707506,1409.841304347826,4340.672332,958.770751,Arboricult,6,Apple_tree
k23_273,11/1/2022,1120.7690596562181,992.0331648129422,856.8171890798785,1158.5403437815971,1889.7413549039431,2226.7453993933264,2002.6865520728006,2529.3779575328613,1839.4725985844282,1039.3949443882711,3817.125177,476.32052578361976,Arboricult,6,Apple_tree
k23_274,11/1/2022,1215.5529756097567,1168.4230243902439,1175.1648780487806,1576.752390243903,2446.9787317073174,2847.1289756097563,2693.531707317074,3146.465756097562,2461.5149268292685,1496.628097560976,3747.518439,280.67882926829276,Arboricult,6,Apple_tree
k23_276,11/1/2022,1150.8681204569054,1178.6600899965385,890.6265144,1484.2717203184495,2819.9255797853925,3334.3156801661476,3270.557978539286,3688.0899965385947,1960.469020422291,1056.4077535479403,5673.644859813084,2481.722049151955,Arboricult,6,Apple_tree
k23_277,11/1/2022,1198.3461716937356,1136.168909512761,1123.920649651972,1443.7433874709975,2200.7011600928067,2597.505800464037,2544.253828306265,2882.910905,2262.1916473317865,1368.8102088167054,3808.1081206496515,581.262645,Arboricult,6,Apple_tree
k23_279,11/1/2022,1246.0356435643562,1206.0406461698801,1263.126420010422,1604.8366857738404,2277.461073475769,2593.512871287129,2502.720896300156,2890.5573736321003,2541.319020323085,1553.710265763418,3258.0394997394474,-21.36446066,Arboricult,6,Apple_tree
k23_280,11/1/2022,1492.0300646248945,1608.5459398707503,1749.6083169429612,2003.7336330429898,2760.9955043551554,3107.933127282944,2979.148637257657,3320.654397302613,3105.047766226468,2088.679404327058,2610.677718460241,-178.0292217,Arboricult,6,Apple_tree
k23_282,11/1/2022,1219.2285382830626,1232.4303944315545,1110.5672853828303,1546.8741299303938,2645.0348027842224,3027.5226218097437,2833.9506960556832,3177.152552204175,2063.029002320185,1253.954756,4359.075406032482,1651.5237819025517,Arboricult,6,Apple_tree
k23_292,11/1/2022,1669.8044382801666,1827.1345353675451,2118.9500693481277,2337.42025,2929.3952843273237,3297.4979195561723,3224.9126213592235,3565.6504854368936,3852.3259361997225,2791.571428571429,2117.1650485436894,-866.9306519,Arboricult,6,Apple_tree
k23_304,11/1/2022,1363.833974358974,1389.198076923077,1485.2435897435898,1764.7320512820513,2489.0788461538464,2841.290384615385,2807.682051282052,3038.8038461538463,2857.5282051282056,1905.4730769230769,3060.653846153846,-32.05064103,Arboricult,6,Apple_tree
k23_327,11/1/2022,1345.1968155683326,1433.6267138434318,1613.9831932773109,1856.3604599734626,2384.4024767801857,2669.622291021671,2489.07563,2817.8730650154803,3032.221583,2077.9991154356476,2123.1468376824414,-905.2472357,Arboricult,6,Apple_tree
k23_376,11/1/2022,1455.2868059093225,1553.4533876719308,1771.842078,1980.9500764136524,2427.9409067753445,2678.0127356087623,2469.5863474274074,2803.9592460519616,2978.7167600611315,1996.402954661233,1692.3774834437088,-787.0998472,Arboricult,6,Apple_tree
k23_381,11/1/2022,1414.3806641093272,1498.9937065451938,1722.9676935986583,1866.5807959721901,2321.0049148885164,2571.0343442819485,2407.8059218412864,2704.282246463679,2854.585351234718,1871.0500479501325,1634.7152960920646,-791.2895589,Arboricult,6,Apple_tree
k23_096,11/1/2022,1132.0977080820267,1131.309710494572,963.1824487334137,1404.412243667069,2215.8353437876963,2560.6712907117007,2487.119420989144,2762.540711700845,1801.3615802171291,1007.086851628468,4283.5500603136325,1688.8881182147168,Arboricult,6,Apricottre
k23_128,11/1/2022,1377.2111764705885,1466.3482352941178,1517.1158823529415,1942.1470588235297,2672.581176470588,3001.821764705882,2841.142352941177,3270.741176470589,2843.745294117647,1942.4270588235295,2920.249411764706,-3.377058824,Arboricult,6,Apricottre
k23_201,11/1/2022,1165.5208515602214,1165.9690871974333,1074.0059298143287,1468.1559249538254,2371.214931466901,2730.5757752503155,2624.934966462525,2980.276562651891,2068.347428793622,1174.0464664139201,4102.943132108487,1221.3945756780402,Arboricult,6,Apricottre
k23_281,11/1/2022,1476.6794202898548,1540.92,1826.131594202898,1995.925217391304,2409.9078260869564,2702.1142028985505,2588.497971014492,2923.629565217391,3250.9315942028975,2378.5455072463765,1724.147826086956,-1110.172174,Arboricult,6,Apricottre
k23_029,11/1/2022,1021.0407221664992,874.6619859578732,596.2582748244732,957.4092277,2429.9011033099287,3074.8408224674017,2971.2368104312927,3427.904212637911,1337.3347041123363,643.8224674022067,6564.400501504511,3712.6039117352043,Arboricult,6,Citrus
k23_060,11/1/2022,1142.558823529412,1020.2383900928794,903.8196594427246,1131.9496904024768,2150.587848297214,2727.442724458205,2726.7329721362225,3033.388931888546,1831.9442724458202,1160.9570433436534,5049.022058823528,2169.714009287926,Arboricult,6,Citrus
k23_069,11/1/2022,1181.0310108739427,1127.851892871526,991.1324003221907,1311.2139548932746,2360.9819774466364,2809.169754,2761.309605316149,3086.6599879178416,2013.402235199356,1186.2178815948448,4846.707108336687,1822.7030809504633,Arboricult,6,Citrus
k23_071,11/1/2022,1087.2233323538055,999.0290919776667,773.8267704966205,1131.2910667058477,2397.0038201586835,3012.640317,2946.8191301792526,3326.769761974728,1841.9312371436965,1080.2259770790479,5806.103585071996,2369.4504848662946,Arboricult,6,Citrus
k23_072,11/1/2022,1243.6523636363636,1219.3076363636364,1215.3979636363636,1572.1573818181819,2589.8011636363635,3100.808000000001,3008.210327272727,3468.2590545454536,2634.8368,1719.3400727272733,4119.384290909091,514.9258181818182,Arboricult,6,Citrus
k23_073,11/1/2022,1156.8347937203357,1098.1611902154075,954.8243884629429,1313.405805038335,2361.5432639649516,2825.8669222343924,2731.761956918584,3156.110806863819,2034.128332,1239.728551,4814.374224169405,1549.2568455640746,Arboricult,6,Citrus
k23_076,11/1/2022,1852.657054480143,2146.4325483935336,2632.7661145479938,2868.397026541608,3499.334364398323,3889.0567750947916,3736.854919177808,4183.241768110157,4529.867192177208,3521.1837956495706,1728.4686689283571,-917.6836959,Arboricult,6,Citrus
k23_078,11/1/2022,1038.9395578914825,906.8403926,668.4510743546142,958.4017622507348,2254.427654969856,2895.080074200031,2818.6361106817126,3221.971788529913,1508.3555418148094,802.5752048230023,6008.235894264955,2882.6011748338233,Arboricult,6,Citrus
k23_157,11/1/2022,1025.494489346069,933.5843742346315,604.3891746,1020.1317658584373,2554.2010776389907,3207.307861866275,3263.7095273083523,3553.032574087681,1289.5591476855252,630.4849375459222,6857.503306392359,4405.935341660544,Arboricult,6,Citrus
k23_179,11/1/2022,1334.0494260204082,1375.813137755102,1403.4362244897961,1704.723214285715,2557.4652423469383,2951.1374362244896,2812.649872448979,3214.2018494897966,2731.2933673469392,1738.6941964285713,3286.998086734694,123.2477678571429,Arboricult,6,Citrus
k23_191,11/1/2022,1136.0528447054062,1054.283660660053,921.9333873253696,1208.865154889654,2423.5385705608433,3024.515691435514,2966.4255922251477,3304.303502733348,1808.5377606803002,1051.8357967199843,5118.478031990283,2419.5622595667146,Arboricult,6,Citrus
k23_263,11/1/2022,1062.449188156638,952.7246418338111,764.6809933142313,1070.281948424069,2278.232569245463,2854.015281757402,2811.9838586437436,3179.6731614135633,1524.0488061127032,826.1936962750716,5588.572970391596,2961.1202483285583,Arboricult,6,Citrus
k23_287,11/1/2022,1091.6161818789706,975.2150618522234,819.6078234704114,1113.616599799398,2259.13457,2824.5606820461385,2724.5096121698434,3141.4107321965903,1710.7422266800402,960.5881812102978,5344.894600468071,2374.857990638582,Arboricult,6,Citrus
k23_294,11/1/2022,1578.6544763019308,1696.959918080749,2040.8993563487415,2248.0377413692217,2733.4578700994734,3043.9353423054413,2917.753364540667,3322.044763,3721.026331,2744.6907548273844,1788.4008191925104,-1035.793446,Arboricult,6,Citrus
k23_352,11/1/2022,1149.0529485922395,1137.9037680347385,1046.1962459728254,1378.9691833590139,2586.3048045944815,3180.6607367978704,3193.499369659616,3529.4740159686235,2128.3985151982074,1351.7611710323574,5133.108838772938,2145.763412242611,Arboricult,6,Citrus
k23_353,11/1/2022,1072.774852229984,1117.9285330467492,722.8103170338528,1330.8758731864589,2790.0784524449227,3325.3100483610965,3367.000537345514,3708.806555615261,1517.073078989791,762.0349274583559,6437.227834497582,3839.0343901128435,Arboricult,6,Citrus
k23_358,11/1/2022,1385.377961534888,1465.9563318777293,1578.7376196227817,1840.9669237201522,2692.771253,3117.977794295271,3057.5091517234973,3370.359472266098,2820.694973520394,2005.4316640341913,3221.387717179225,438.9225123,Arboricult,6,Citrus
k23_359,11/1/2022,1514.4027076282216,1664.2096849778702,1846.6766987763604,2053.5870866961723,2694.6337412132257,3009.000624837281,2881.3407966675345,3143.6392606092154,3005.2726894038005,2094.9796927883353,2205.9810986722205,-229.6868524,Arboricult,6,Citrus
k23_425,11/1/2022,1077.5022986548615,981.6814234633069,781.8234292525118,1152.1367273965607,2326.0277541290657,2946.733696577559,2886.424144389581,3256.148816618425,1665.307508939214,1012.0241784437259,5850.313127873319,2765.875702366763,Arboricult,6,Citrus
k23_011,11/1/2022,1156.3361043194786,1142.5243683781578,1056.5105134474327,1445.1632436837813,2192.0669926650367,2504.916951915239,2422.147922,2768.643846780765,2176.660717196414,1237.342950285248,3592.7451507742453,635.6779951100244,Arboricult,6,Grenadier
k23_022,11/1/2022,1190.6487683365626,1210.933296,1109.8483254912817,1562.4207030168839,2379.8483254912812,2724.1561029615286,2645.3659009133685,3057.745640741766,2446.759756435096,1435.8804317741494,3830.6675892610033,340.54802103515084,Arboricult,6,Grenadier
k23_032,11/1/2022,1107.0764235764236,1038.9935064935064,901.6768231768228,1250.7602397602398,2077.556943056943,2436.3071928071927,2384.5989010989006,2783.249250749251,2195.026473526473,1230.628871128871,4121.401098901099,367.84315684315686,Arboricult,6,Grenadier
k23_033,11/1/2022,1062.5568290353392,934.4887774594079,708.1174785100286,1048.9398280802293,2264.9672874880616,2825.207020057307,2791.783906399237,3182.7554918815667,1506.1790830945558,750.1098376313277,5685.272206303726,2792.542263610315,Arboricult,6,Grenadier
k23_036,11/1/2022,1187.6779987171262,1150.9999999999998,993.6760744066709,1455.9127645926874,2278.5580500320716,2648.534316869788,2590.2976266837713,2930.5798588838993,2358.9711353431685,1559.5644644002564,4361.728672225785,424.33611289288007,Arboricult,6,Grenadier
k23_038,11/1/2022,1065.5240728692258,980.4557579700719,797.2625243981782,1127.1857514638907,1709.5608327911518,2006.5266753415742,1973.5569290826284,2391.2979830839304,1726.7748861418347,1000.6877033181523,4070.6372804163957,765.4944697462588,Arboricult,6,Grenadier
k23_039,11/1/2022,1043.4229126213595,980.1095145631067,741.5005825242719,1283.829902912621,2328.695145631068,2753.0485436893196,2742.7495145631065,3064.424077669903,1836.6598058252428,965.5968932038833,5601.867184466018,1841.8912621359216,Arboricult,6,Grenadier
k23_054,11/1/2022,1211.8519376496915,1184.6317091365975,1141.5827476540103,1437.0099336448234,2207.928344261651,2563.198947740389,2487.7579017629278,2835.096352428441,2208.359967018729,1257.535827869174,3383.009305,584.4246338686245,Arboricult,6,Grenadier
k23_065,11/1/2022,1364.16251,1417.8688235839434,1509.1381292296282,1817.6809122091404,2461.7790859367756,2780.647353295633,2671.472884027068,3030.1639936961155,2805.9513303049953,1845.585056086029,2673.9275053304896,-279.8352647,Arboricult,6,Grenadier
k23_089,11/1/2022,1366.4089552238806,1419.5522388059703,1587.8467661691543,1861.4059701492538,2233.626865671642,2466.7671641791044,2318.557213930349,2639.213930348259,2780.6825870646767,1845.6000000000001,1711.4298507462688,-892.321393,Arboricult,6,Grenadier
k23_110,11/1/2022,1275.6516628440368,1266.364678899083,1324.1241399082571,1639.8509174311926,2255.627866972477,2599.6708715596337,2534.9750573394504,2848.6843463302753,2616.3245412844035,1714.4372133027525,3111.9696100917436,-215.2809633,Arboricult,6,Grenadier
k23_111,11/1/2022,1153.425519762394,1087.257710760795,983.880626,1345.5820196481604,2330.218528672606,2757.573794836645,2698.1285126799166,3045.582933516107,2295.5143934201496,1369.3343614347723,4374.095727667351,695.7511995,Arboricult,6,Grenadier
k23_116,11/1/2022,1163.5495808628095,1101.696381108158,948.4686158249847,1361.4162747904318,2352.087507667144,2734.8462482110003,2697.733592312411,2999.1263545287275,2207.0625638928645,1241.4105499897776,4821.062359435698,1081.3610713555513,Arboricult,6,Grenadier
k23_121,11/1/2022,1267.1552482715272,1290.4173475801383,1281.9038340666248,1703.9560025141423,2455.4695160276556,2803.4839723444366,2752.0565681961025,3104.9434318038957,2653.6838466373347,1669.0402262727841,3512.891891891891,51.301068510370825,Arboricult,6,Grenadier
k23_139,11/1/2022,1040.0770015298317,909.9428862825089,680.0766615672277,1017.6816250212477,2111.342002379738,2600.345402005779,2512.044535101139,2931.554309026006,1635.6834948155704,825.9891211966683,5653.203637599863,2147.5622981472034,Arboricult,6,Grenadier
k23_152,11/1/2022,1145.3334845735028,1064.4646098003632,934.8520871143377,1350.8375680580762,2147.7862976406536,2535.5077132486394,2455.5744101633395,2904.774500907441,2087.6365698729587,1300.4777676951003,4621.791742286751,802.9764065335753,Arboricult,6,Grenadier
k23_153,11/1/2022,1074.9408456682056,974.4948273117938,837.7724017189241,1169.9087484747201,1997.7915008753778,2422.209719348507,2380.924611,2748.492970449362,1766.9441349673725,908.0514085627888,4756.9729959149045,1560.691973048968,Arboricult,6,Grenadier
k23_155,11/1/2022,1221.9915064818952,1213.505140813589,1222.1770227983905,1647.9839070183273,2197.725972284309,2538.8149307107724,2398.166741171211,2923.0169870362083,2721.9803308001774,1714.0827000447023,3202.9378632096536,-504.311131,Arboricult,6,Grenadier
k23_156,11/1/2022,1099.4895535517924,1041.4919727292718,872.2216846272268,1331.1935341983728,2178.3448427534645,2548.672311,2452.5658676050152,2901.1473499010344,1907.7283923466027,1098.7440070376076,4738.876182098088,1378.5674070815924,Arboricult,6,Grenadier
k23_159,11/1/2022,1087.1727205337288,1026.990363232024,884.6186063750928,1342.486286,2044.6734618235728,2376.772053372869,2217.706449221646,2716.4210526315787,2096.9718309859154,1205.700148257969,4298.687546330615,445.8936249073389,Arboricult,6,Grenadier
k23_161,11/1/2022,1160.4592658907789,1107.7860340196955,921.1660698299015,1324.5962399283796,2473.8948075201433,2987.0188003581015,2935.9534467323188,3397.1096687555955,2443.4019695613247,1419.0389435989255,4834.954341987467,1131.0040286481646,Arboricult,6,Grenadier
k23_164,11/1/2022,1098.1332326015465,994.0598169051639,828.3463692116258,1160.6135454626256,2021.1194560483514,2393.8107723757885,2353.0151986490087,2726.268953870767,1913.1622966847387,1045.9010754599594,4817.2888632121585,989.8104168518353,Arboricult,6,Grenadier
k23_165,11/1/2022,1052.3316794839989,926.0436616224265,697.9213594641527,1044.0200942694123,2070.222029273133,2506.5174274373608,2451.5744232200445,2855.0641280079394,1565.3074299181344,798.3916521954849,5451.0607789630385,2203.304949144133,Arboricult,6,Grenadier
k23_166,11/1/2022,1114.8002873563219,1015.6637931034485,890.9507902298853,1259.0341235632186,1813.5158045977012,2070.4795258620693,2021.7697557471263,2385.0538793103456,2095.8875718390805,1232.34375,3830.0330459770116,48.44612068965517,Arboricult,6,Grenadier
k23_167,11/1/2022,1187.0064274236745,1174.524477771826,1162.289126941617,1474.5620782003207,2213.8609534011775,2540.9270487412955,2533.8739153722536,2928.3405463310114,2300.171612212104,1320.0823781467589,3597.810391001606,523.6834493840385,Arboricult,6,Grenadier
k23_169,11/1/2022,1191.1334612222522,1150.620169909564,1008.9906823787337,1352.9917785694709,2155.488627021101,2483.8676349684843,2411.781035900246,2776.2274595779663,2227.8999725952312,1234.5598794190184,3876.8243354343654,415.83748972321183,Arboricult,6,Grenadier
k23_170,11/1/2022,1095.5923261390888,1026.0455635491608,847.2266187,1295.3177458033572,2191.0695443645086,2539.070743405276,2415.014388489209,2901.851318944844,1942.0839328537172,1075.1139088729017,4887.6654676258995,1243.6690647482017,Arboricult,6,Grenadier
k23_171,11/1/2022,1103.9994595568364,1001.5258511979827,853.6112412177988,1185.5597189695554,1898.665645829581,2204.1880742208623,2175.677355431454,2535.248243559719,1991.8769591064674,1096.1196180868315,4233.734642406774,535.4510899,Arboricult,6,Grenadier
k23_172,11/1/2022,1360.317415730337,1333.4494382022476,1493.048689138577,1761.857677902622,2224.1254681647947,2551.4419475655436,2413.0758426966295,2859.227528089888,3336.088951310862,2237.6750936329595,2307.1526217228475,-1665.579588,Arboricult,6,Grenadier
k23_214,11/1/2022,1315.5908926961229,1342.1229936880072,1442.6484220018033,1684.5491433724078,2166.981064021642,2379.9958521190256,2234.018034265104,2538.5165013525702,2434.0869251577997,1463.2689810640218,1796.025788999098,-291.8386835,Arboricult,6,Grenadier
k23_296,11/1/2022,1131.3903559127439,1084.3444316877153,1003.6785304247992,1419.5315729047074,2160.303099885189,2499.194029850746,2457.398392652124,2831.3846153846157,2215.0195177956375,1258.3398392652125,3964.880597014926,450.2376578645236,Arboricult,6,Grenadier
k23_297,11/1/2022,1131.3755458515284,1057.197962154294,1018.9679767103346,1344.873362445415,1928.461426491994,2225.739446870451,2260.861717612809,2525.791848617176,2234.291120815138,1393.069868995633,3915.845705967976,384.91848617176123,Arboricult,6,Grenadier
k23_345,11/1/2022,1135.607232546459,1059.398041185334,936.7938221998995,1381.9467604218987,2225.8847312908083,2616.0514816675036,2547.124309392266,2928.340532,2272.8689100954293,1332.2923154193868,4567.095680562533,486.9640884,Arboricult,6,Grenadier
k23_346,11/1/2022,1157.4484947406602,1093.2564381574177,911.3547334,1276.4483133841136,2481.4319912948854,3018.1514327167215,2997.1456293072183,3433.9274573812113,2045.9231048240842,1197.1563293434892,5249.2840043525575,1914.607000362713,Arboricult,6,Grenadier
k23_008,11/1/2022,1252.939453444608,1258.5431189657993,1294.9284896089018,1545.2392407134673,2269.8576337751592,2567.5751922762233,2434.3712976599572,2726.822451317296,2404.6025200458184,1443.1551300932742,2910.145148093601,132.68695794468988,Arboricult,6,Peaches
k23_064,11/1/2022,1239.1241450777204,1269.2484974093265,1247.2668393782378,1683.6839378238344,2818.7758549222794,3292.111709844559,3183.7123316062175,3619.4439378238344,2508.387564766839,1525.3063212435231,4287.967150259065,1174.4233160621761,Arboricult,6,Peaches
k23_066,11/1/2022,1285.8565677297124,1241.0622039785285,1432.0136564572153,1717.7132143984838,2416.584464793178,2830.990132617618,2879.2304231133567,3282.558099147457,2700.884985790969,1690.1735869908428,3416.8317019261126,172.55478370697818,Arboricult,6,Peaches
k23_067,11/1/2022,1338.5622892181905,1349.7752682677565,1603.1639243740417,1937.1312212570258,2681.0817577925395,3122.4551865099634,3102.062749105774,3526.7233520694926,2925.851916198262,1772.0063362289213,3290.6847215125185,299.2867654573325,Arboricult,6,Peaches
k23_068,11/1/2022,1265.0459470191156,1217.457711724998,1332.5362754552154,1630.3813035339497,2391.9695388280666,2809.389131544612,2775.554484088717,3143.3520335810304,2597.3077315786495,1705.6833059163876,3361.9571728402066,35.83714334,Arboricult,6,Peaches
k23_079,11/1/2022,1165.320386721806,1100.5569464625005,1143.0672292388508,1512.7221414999433,2419.318710182183,2828.1249022018533,2743.7223650385586,3120.4103610148636,2285.3190454901073,1271.6065720353183,4020.442997652844,899.1741924667483,Arboricult,6,Peaches
k23_083,11/1/2022,1235.2392567670893,1192.815950451139,1467.0738645052754,1777.531732680837,2422.0335678238253,2831.7680073405704,2833.129683437833,3283.8029515216385,2776.8268848447765,1637.7316103379721,3076.7028597644885,-71.02546261,Arboricult,6,Peaches
k23_098,11/1/2022,1242.183256,1182.926146462851,1207.6158016352654,1453.4974226804125,2065.282616423747,2397.257287593317,2305.078652683968,2630.5117312477782,2224.3463384287243,1362.2866157127623,2918.4671169569856,514.9668503377177,Arboricult,6,Peaches
